epoch,accuracy,loss,val_accuracy,val_loss
0,0.7693747282028198,0.7737643122673035,0.4918154776096344,3.7301602363586426
1,0.9419928193092346,0.15848243236541748,0.0364583320915699,4.005339622497559
2,0.9867456555366516,0.037714775651693344,0.3251488208770752,3.1960227489471436
3,0.997972846031189,0.007370118051767349,0.4933035671710968,4.249578475952148
4,0.9989084601402283,0.0035960054956376553,0.4925595223903656,6.767110347747803
5,0.9998440742492676,0.000939922989346087,0.4925595223903656,7.003148555755615
6,1.0,0.0003004845348186791,0.494047611951828,4.980705261230469
7,1.0,0.00018232432194054127,0.4970238208770752,2.8931643962860107
8,1.0,0.0001133241385105066,0.554315447807312,1.6424369812011719
9,1.0,9.768253221409395e-05,0.6614583134651184,1.0293246507644653
10,1.0,8.763501682551578e-05,0.703125,0.969851553440094
11,1.0,8.662722393637523e-05,0.7180059552192688,1.1383329629898071
12,1.0,5.91666939726565e-05,0.6860119104385376,1.6992337703704834
13,1.0,5.9407389926491305e-05,0.6294642686843872,2.5862324237823486
