epoch,accuracy,loss,val_accuracy,val_loss
0,0.7294557690620422,0.6895223259925842,0.636904776096344,0.7995375394821167
1,0.9427725076675415,0.14906619489192963,0.5007440447807312,2.055717945098877
2,0.9918914437294006,0.030762815847992897,0.5364583134651184,1.3065156936645508
3,0.9992203116416931,0.014445299282670021,0.5409226417541504,1.3148912191390991
4,0.9998440742492676,0.004817595239728689,0.5401785969734192,1.429207444190979
5,0.9998440742492676,0.0032842776272445917,0.5178571343421936,1.6672616004943848
6,1.0,0.002175099914893508,0.53125,1.647133469581604
7,1.0,0.0016083826776593924,0.5319940447807312,1.7524299621582031
8,0.9998440742492676,0.001350022736005485,0.566220223903656,1.476650357246399
9,1.0,0.0008910811156965792,0.5691964030265808,1.4362159967422485
