epoch,accuracy,loss,val_accuracy,val_loss
0,0.7504284977912903,0.5226308703422546,0.7875000238418579,0.45351555943489075
1,0.8525882959365845,0.342978835105896,0.8050000071525574,0.4123530983924866
2,0.9193235039710999,0.20502375066280365,0.7437499761581421,0.8107755184173584
3,0.9602330923080444,0.10605360567569733,0.8037499785423279,0.49434733390808105
4,0.9769169092178345,0.06458096206188202,0.8268749713897705,0.7124640941619873
5,0.984801709651947,0.041305553168058395,0.8450000286102295,0.5195385217666626
6,0.9845731854438782,0.039704855531454086,0.8537499904632568,0.5619861483573914
7,0.9885727167129517,0.03376278653740883,0.8525000214576721,0.6148439049720764
8,0.9971432089805603,0.009224665351212025,0.8662499785423279,0.6898778676986694
9,0.9977145195007324,0.009011578746140003,0.8343750238418579,0.5181955695152283
10,0.9861730337142944,0.037732675671577454,0.8374999761581421,0.48850929737091064
