epoch,accuracy,loss,val_accuracy,val_loss
0,0.8265340924263,0.596149206161499,0.31187498569488525,8.836287498474121
1,0.9841160774230957,0.04450726881623268,0.31187498569488525,5.290165424346924
2,0.997943103313446,0.009096252731978893,0.31187498569488525,10.218513488769531
3,1.0,0.001539138494990766,0.31187498569488525,15.70370864868164
4,1.0,0.00047154995263554156,0.31187498569488525,18.633548736572266
5,1.0,0.00026396889006718993,0.32124999165534973,13.50658893585205
6,1.0,0.00020059537200722843,0.6150000095367432,6.537872314453125
7,1.0,0.00014493867638520896,0.6812499761581421,3.9909908771514893
8,1.0,0.00017303692584391683,0.7325000166893005,2.2946128845214844
9,1.0,9.445685282116756e-05,0.7875000238418579,1.1839022636413574
10,1.0,8.98584330570884e-05,0.8237500190734863,0.8454037308692932
11,1.0,6.250417209230363e-05,0.8287500143051147,0.7737572193145752
12,1.0,5.6205150031019e-05,0.8462499976158142,0.7124395966529846
13,1.0,4.9798909458331764e-05,0.8531249761581421,0.6288064122200012
14,1.0,4.2599196603987366e-05,0.8650000095367432,0.6076371669769287
15,1.0,3.528270099195652e-05,0.8656250238418579,0.6314631700515747
16,1.0,3.301038304925896e-05,0.8650000095367432,0.6382143497467041
17,1.0,2.928594949480612e-05,0.8656250238418579,0.6282821297645569
18,1.0,2.5243407435482368e-05,0.8662499785423279,0.6312952637672424
19,1.0,2.1143367121112533e-05,0.8656250238418579,0.632411777973175
20,1.0,1.8856566384783946e-05,0.8662499785423279,0.636693000793457
21,1.0,1.709572461550124e-05,0.8693749904632568,0.6301101446151733
22,1.0,1.835310467868112e-05,0.862500011920929,0.6771644353866577
23,1.0,1.54819917952409e-05,0.8668749928474426,0.6479793787002563
