epoch,accuracy,loss,val_accuracy,val_loss
0,0.807793378829956,0.5229249596595764,0.49000000953674316,1.8529253005981445
1,0.9622900485992432,0.09698376804590225,0.5418750047683716,1.856777310371399
2,0.9926865696907043,0.02866438217461109,0.5618749856948853,1.2846928834915161
3,0.9985144734382629,0.009615806862711906,0.6668750047683716,0.8780337572097778
4,0.9997714757919312,0.004079962149262428,0.6493750214576721,1.19424307346344
5,1.0,0.0015226276591420174,0.671875,0.9466878771781921
6,0.9998857378959656,0.002209440339356661,0.6700000166893005,1.0330517292022705
7,1.0,0.0009941841708496213,0.6725000143051147,1.1533604860305786
8,1.0,0.0006678959471173584,0.6756250262260437,1.1112468242645264
9,0.9997714757919312,0.0018984673079103231,0.6987500190734863,1.0489096641540527
10,1.0,0.0006940775783732533,0.6881250143051147,1.1979269981384277
11,1.0,0.00038969144225120544,0.6931250095367432,1.1659703254699707
12,1.0,0.0004123880935367197,0.7018749713897705,1.1559984683990479
