epoch,accuracy,loss,val_accuracy,val_loss
0,0.7646967172622681,0.5385870933532715,0.663690447807312,0.6658496856689453
1,0.9410572052001953,0.15073369443416595,0.7053571343421936,0.6889932751655579
2,0.9767659306526184,0.06419796496629715,0.652529776096344,1.0382373332977295
3,0.9784812331199646,0.06845642626285553,0.7358630895614624,0.7334516644477844
4,0.989708423614502,0.0262423325330019,0.7686011791229248,0.7251622080802917
5,0.9953219890594482,0.012257566675543785,0.7961309552192688,0.7736098766326904
6,0.9939185976982117,0.02007160149514675,0.7254464030265808,1.1037673950195312
7,0.9658505916595459,0.10366268455982208,0.746279776096344,1.3484721183776855
8,0.9753625392913818,0.06904801726341248,0.7909226417541504,0.9417873620986938
9,0.9937626719474792,0.020750300958752632,0.824404776096344,0.7529681324958801
